game_appid,game_name,review_id,author_steam_id,author_num_games_owned,author_reviews_count,author_playtime_forever,author_playtime_last_two_week,author_playtime_at_review,author_last_played_time,review_language,review_text,review_created_time,review_updated_time,b_game_recommendation,review_recommendation_count,review_funny_count,review_weighted_rating_score,review_comment_count,b_author_steam_purchase,b_author_received_for_free,b_review_written_during_early_access,b_primarily_steam_deck
570,Dota 2,195894248,76561198133939772,0,1,78355,1184,78355,1748524906,english,i like it,1748524901,1748524901,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195892957,76561198319426313,0,1,181901,726,181871,1748525173,english,"If you want to waste time, play this game",1748523632,1748523632,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195892374,76561198376540794,0,1,126078,932,126048,1748524791,english,"the best overall game, trust this human",1748523043,1748523043,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195892070,76561198171692626,0,1,304106,528,304106,1748524905,english,ggwp,1748522689,1748522689,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195889585,76561199447688272,0,1,23757,391,23663,1748525659,english,yes,1748519979,1748519979,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195888267,76561198127743829,1,1,140734,1698,140734,1748513875,english,.,1748518463,1748518463,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195888199,76561198160965662,49,10,347951,336,347951,1748354913,english,its ok,1748518389,1748518389,True,0,1,0.5,0,False,False,False,False
570,Dota 2,195888070,76561198067243735,0,1,314065,1366,314065,1748448332,english,"Dota is not just a game. It’s a mirror of real life. It teaches you things you didn’t even sign up to learn. In my case, I learned a lot about domestic violence and the judicial system.

The other day I was playing offlane Axe (Archon 1) against a Lifestealer (Ancient 2) and his pos 5 Lion (Ancient 4). I went full lane-cut. 

Lifestealer tried to adapt by dragging his creep wave to meet mine behind his tower, trying to deny me my cut. He fought back valiantly. But sadly, the system favoured me. Every time he resisted, my Axe spun. Eventually, he had to back off. He lost the lane. And soon, he lost everything.

By 8 minutes, I had a Vanguard, full Magic Wand, Brown Boots, and a Blink Dagger. I was unstoppable. I took his Tier 1 tower and shoved the wave in so hard it hit his Tier 2. Then I left the lane to go gank mid.

And that’s when I realised - I felt like a divorced woman.

Before I walked away from the lane (the relationship), I made sure to take his house (his tower), his money (the creepwave), and ensured he’d never see the kids again (my allied creeps). I left him broke and homeless, farming jungle camps like a man forced to move back in with his mother.

I didn’t see him again for most of the game. Well, okay, I did - but then I culled him with the fury of a woman’s rights, and back to the jungle he went. I think I low-key made him lose his sanity.

My job? To make sure he doesn’t touch the creepwave. Every time he tried to sneak in some farm, I felt like I was forced to police the situation - to make sure he didn’t do anything inappropriate to the “kids.” 

As time went on, you could see it. His will to continue, his morale - it dipped hard. I think I broke him. I stripped him of his identity as a carry (and as a man). 

His team, (his family and friends), started blaming him for failing in his duties. And I didn’t even need to spread any rumors. Just let the silence sink in.

Needless to say, I was also MVP that game. It felt so easy. Like a decade ago, I wouldn't be able to pull this off. But now, with women's right (the latest patch and META) and everything, ruining a man's day (or a carry) has never been easier than before.

But when I lose my offlane? It feels like going through the worst kind of domestic abuse. Give the carry an inch, and he’ll beat the living soul out of you. Again and again. No mercy. No way out.

So yeah. That’s Dota 2.

A harsh, brutal, and strangely accurate reflection of life.

10/10. Will play again soon.",1748518249,1748519344,True,0,0,0.5,1,False,False,False,False
570,Dota 2,195887979,76561198368845480,0,3,228,228,228,1748518130,english,E,1748518139,1748518139,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195886013,76561199248507156,6,1,245,1,245,1748524912,english,it is a great game for some great playing addiction in a good way.,1748516052,1748516052,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195885291,76561198453098594,0,1,384160,2756,384160,1748474961,english,"6,000+ hours in, and I still can't tell if I love or hate this game.
Some days it’s amazing. Other days, it feels like psychological warfare. Whether I enjoy it or not usually depends on team picks and the team itself.
Toxicity? Off the charts. Like, end-of-days levels.
Would I recommend this digital torture chamber?
Absolutely.
I don’t know what I could’ve done with 6,000 hours otherwise—maybe become the next Elon Musk or at least be a crypto bro.
But here I am. Picking supports and questioning my life choices.
9/10. Would queue again.",1748515258,1748515258,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195883620,76561198178568406,2,1,428034,1830,427830,1748525653,english,"so enjoy playing dota 2
",1748513445,1748513445,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195883056,76561199128375555,0,2,18709,836,18657,1748516146,english,"Fun game, but depends on your teammates",1748512834,1748512834,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195882914,76561198819930434,0,1,99689,922,99614,1748522148,english,It's good,1748512683,1748512683,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195876662,76561198079741595,0,1,538493,18,538493,1748474968,english,Dota norman,1748506161,1748506161,True,0,0,0.5,0,False,True,False,False
570,Dota 2,195876227,76561199202335003,0,1,120016,3893,119842,1748516169,english,ok,1748505324,1748505324,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195875186,76561198259245446,0,1,43033,228,42805,1748525918,english,YES,1748503366,1748503366,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195874254,76561198832617844,5,1,136,72,63,1748524875,english,Good game,1748501617,1748501617,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195872842,76561198339252789,3,1,46994,2300,46994,1748364380,english,yes cool game,1748498916,1748498916,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195872200,76561199107445325,12,1,590,0,590,1717469022,english,Anjay,1748497640,1748497640,True,0,0,0.5,0,False,False,False,False
570,Dota 2,195871654,76561199226036374,0,1,9518,431,9305,1748512320,english,"the mental breakdowns, the dog sh*t teamates, and the many broken keyboards
",1748496595,1748496595,True,0,0,0.5,0,False,False,False,False
